CHE_name,CNES_name,Address,Campus_Size,Housing,Total_All_Undergrad_Grant/Scholarship,AVG_All_Undergrad_Grant/Scholarship,Total_Federal_Student_Loans,AVG_Dederal_Student_Loans_Amount,undergraduate_population,graduate_population,total_number_faculty,college_year,control,state,zipcode,city,county,Tuition_out_state_undergraduate,Tuition_in_state_undergraduate,Tuition_In_state_graduate,Tuition_Out_State_Graduate,Tuition_fee_graduate_In_State,Tuition_fee_graduate_Out_State,Average_Tuition,Average_Expense,AVG_Tuition-Grad-2019-2020,AVG_Fee-Grad-2019-2020
South Florida State College,Florida SouthWestern State College,"8099 College Parkway, Fort Myers, Florida 33919",Suburb: Large,Yes,16134136.0,2559.0,5664613.00 ,2366.00 ,16674,0,592,4,"primarilyassociate's,Public",FL,33919,Fort Myers,Lee County,12979.0,3401.0,0,0,0,0,0.0,17811.0,,
South Georgia State College,South Georgia State College,"100 W College Park Dr, Douglas, Georgia 31533",Town: Remote,Yes,10208965.0,4961.0,5362361.00 ,5639.00 ,2346,0,104,4,"primarilyassociate's,Public",GA,31533,Douglas,Coffee County,9462.5,3269.75,0,0,0,0,0.0,17533.75,,
South Georgia Technical College,South Georgia Technical College,"900 South GA Tech Parkway, Americus, Georgia 31709",Rural: Fringe,Yes,15054075.0,7599.0,0.00 ,_,2117,0,150,2,Public,GA,31709,Americus,Sumter County,7465.0,4045.0,0,0,0,0,0.0,9620.0,,
South Louisiana Community College,South Louisiana Community College,"1101 Bertrand Drive, Lafayette, Louisiana 70506-4109",City: Midsize,No,21660222.0,3606.0,14726515.00 ,5621.00 ,6698,0,343,2,Public,LA,70506,Lafayette,Lafayette Parish,8027.5,4205.0,0,0,0,0,0.0,19310.0,,
South Mountain Community College,South Mountain Community College,"7050 S 24th St, Phoenix, Arizona 85042",City: Large,No,7132699.0,3298.0,1765686.00 ,4155.00 ,4321,0,238,2,Public,AZ,85042,Phoenix,Maricopa County,7866.0,2082.0,0,0,0,0,0.0,17932.75,,
South Piedmont Community College,South Piedmont Community College,"680 Highway 74 West, Polkton, North Carolina 28135",Rural: Distant,No,3861109.0,5218.0,0.00 ,_,3136,0,262,2,Public,NC,28135,Polkton,Anson County,6572.5,1964.5,0,0,0,0,0.0,14993.0,,
South Plains College,South Plains College,"1401 S. College Ave, Levelland, Texas 79336",Town: Distant,Yes,23255012.0,4913.0,10138483.00 ,5639.00 ,9212,0,473,2,Public,TX,79336,Levelland,Hockley County,3896.0,3512.0,0,0,0,0,0.0,11074.0,,
South Puget Sound Community College,South Puget Sound Community College,"2011 Mottman Rd SW, Olympia, Washington 98512-6292",City: Small,No,9149902.0,5298.0,2851306.00 ,5940.00 ,4974,0,235,2,Public,WA,98512,Olympia,Thurston County,9794.5,4380.0,0,0,0,0,0.0,18322.0,,
South Seattle College,South Seattle College,"6000 16th Ave SW, Seattle, Washington 98106-1499",City: Large,No,5675296.0,4892.0,280226.00 ,5389.00 ,6141,0,238,4,"primarilyassociate's,Public",WA,98106,Seattle,King County,0.0,0.0,0,0,0,0,4450.75,19060.0,,
South Texas College,Platt College-STVT-McAllen,"2400 Daffodil Ave., McAllen, Texas 78501",City: Midsize,No,2382190.0,4316.0,3612969.00 ,7419.00 ,377,0,19,<2,Privatefor-profit,TX,78501,Mcallen,Hidalgo County,0.0,0.0,0,0,0,0,18703.75,39855.25,,
Southeast Arkansas College,Southeast Arkansas College,"1900 S Hazel Street, Pine Bluff, Arkansas 71603",City: Small,No,4138204.0,4249.0,1341078.00 ,4003.00 ,1285,0,103,2,Public,AR,71603,Pine Bluff,Jefferson County,6395.0,3590.0,0,0,0,0,0.0,15431.5,,
Southeast Community College ,Southeast Community College Area,"301 South 68th Street Place, Lincoln, Nebraska 68510-2449",City: Large,Yes,11994418.0,3117.0,11426541.00 ,2708.00 ,9756,0,678,2,Public,NE,68510,Lincoln,Lancaster County,3741.25,3126.0,0,0,0,0,0.0,13735.5,,
Southeast Kentucky Community and Technical College,Southeast Kentucky Community and Technical College,"700 College Rd, Cumberland, Kentucky 40823",Town: Distant,No,10303102.0,3645.0,1313841.00 ,3084.00 ,3503,0,130,2,Public,KY,40823,Cumberland,Harlan County,0.0,0.0,0,0,0,0,0.0,14983.0,,
Southeast Missouri Hospital College of Nursing and Health Sciences,Southeast Missouri Hospital College of Nursing and Health Sciences,"2001 William Street, Cape Girardeau, Missouri 63703-4507",City: Small,No,502478.0,4119.0,1257698.00 ,9528.00 ,154,0,26,4,"primarilyassociate's,Privatenot-for-profit",MO,63703,Cape Girardeau,Cape Girardeau County,0.0,0.0,0,0,0,0,12044.5,25765.25,,
Southeast Missouri State University,Southeast Missouri State University,"One University Plaza, MS2025, Cape Girardeau, Missouri 63701",City: Small,Yes,47626228.0,5973.0,26381772.00 ,6274.00 ,9524,1113,549,4,Public,MO,63701,Cape Girardeau,Cape Girardeau County,13020.0,7348.25,5242,9796,717,717,0.0,21365.5,,
Southeast Technical Institute,Southeast Technical Institute,"2320 N Career Ave, Sioux Falls, South Dakota 57107-1301",Rural: Fringe,Yes,4787147.0,4546.0,9617130.00 ,5999.00 ,2380,0,242,2,Public,SD,57107,Sioux Falls,Minnehaha County,0.0,0.0,0,0,0,0,6194.5,20497.25,,
Southeastern Baptist College,Southeastern Baptist College,"4229 Hwy 15 N, Laurel, Mississippi 39440-9989",Town: Distant,Yes,343902.0,4844.0,0.00 ,_,63,0,21,4,"primarilyassociate's,Privatenot-for-profit",MS,39440,Laurel,Jones County,0.0,0.0,0,0,0,0,5501.25,10551.25,,
Southeastern Baptist Theological Seminary,Southeastern Baptist Theological Seminary,"120 S. Wingate Street, Wake Forest, North Carolina 27587-1889",Suburb: Large,Yes,893211.0,5413.0,0.00 ,_,557,2607,130,4,Privatenot-for-profit,NC,27587,Wake Forest,Wake County,0.0,0.0,0,0,0,0,10174.0,17279.25,5472.0,640.0
Southeastern Community College ,Southeastern Community College,"1500 West Agency Road, West Burlington, Iowa 52655-0180",Town: Remote,Yes,6242630.0,5490.0,3926613.00 ,5977.00 ,2478,0,184,2,Public,IA,52655,West Burlington,Des Moines County,8736.0,2592.0,0,0,0,0,0.0,16890.0,,
Southeastern Community College ,Southeastern Community College,"1500 West Agency Road, West Burlington, Iowa 52655-0180",Town: Remote,Yes,6242630.0,5490.0,3926613.00 ,5977.00 ,2478,0,184,2,Public,IA,52655,West Burlington,Des Moines County,8736.0,2592.0,0,0,0,0,0.0,16890.0,,
Southeastern Community College ,Southeastern Community College,"4564 Chadbourn Hwy, Whiteville, North Carolina 28472-5422",Rural: Distant,No,4088119.0,5742.0,0.00 ,_,1524,0,123,2,Public,NC,28472,Whiteville,Columbus County,8736.0,2592.0,0,0,0,0,0.0,17092.0,,
Southeastern Community College ,Southeastern Community College,"4564 Chadbourn Hwy, Whiteville, North Carolina 28472-5422",Rural: Distant,No,4088119.0,5742.0,0.00 ,_,1524,0,123,2,Public,NC,28472,Whiteville,Columbus County,8736.0,2592.0,0,0,0,0,0.0,17092.0,,
Southeastern Illinois College,Southeastern Illinois College,"3575 College Road, Harrisburg, Illinois 62946",Rural: Distant,No,3191779.0,5082.0,0.00 ,_,1732,0,69,2,Public,IL,62946,Harrisburg,Saline County,6000.0,5760.0,0,0,0,0,0.0,18486.5,,
Southeastern Louisiana University,Southeastern Louisiana University,"548 Ned McGehee Ave., Hammond, Louisiana 70402",City: Small,Yes,60723793.0,7396.0,32719470.00 ,5786.00 ,13257,963,626,4,Public,LA,70402,Hammond,Tangipahoa Parish,20583.0,8105.0,6684,19162,2142,2142,0.0,21938.5,,
Southeastern Oklahoma State University,Southeastern Oklahoma State University,"425 W University Blvd, Durant, Oklahoma 74701-3347",Town: Distant,Yes,21684034.0,8248.0,8008295.00 ,6764.00 ,3168,1881,214,4,Public,OK,74701,Durant,Bryan County,15472.5,6675.0,4716,10872,306,306,0.0,17410.0,,
Southeastern Technical College,Southeastern Technical College,"3001 E First St, Vidalia, Georgia 30474",Town: Remote,No,9427281.0,5565.0,0.00 ,_,1972,0,128,2,Public,GA,30474,Vidalia,Toombs County,5104.0,2902.0,0,0,0,0,0.0,14189.25,,
Southeastern University ,Nova Southeastern University,"3301 College Ave, Fort Lauderdale, Florida 33314-7796",Suburb: Large,Yes,85742412.0,19195.0,19412283.00 ,8002.00 ,5666,14910,1676,4,Privatenot-for-profit,FL,33314,Fort Lauderdale,Broward County,0.0,0.0,0,0,0,0,30421.5,50014.75,19665.0,1541.0
Southern Adventist University,Southern Adventist University,"4881 Taylor Cir, Collegedale, Tennessee 37315-0370",Suburb: Large,Yes,24051832.0,10998.0,9557986.00 ,7186.00 ,2448,386,144,4,Privatenot-for-profit,TN,37315,Collegedale,Hamilton County,0.0,0.0,0,0,0,0,21792.5,34800.0,11700.0,0.0
Southern Arkansas University,Southern Arkansas University Main Campus,"100 E. University, Magnolia, Arkansas 71753",Town: Remote,Yes,30166620.0,9360.0,13331531.00 ,4936.00 ,3586,889,263,4,Public,AR,71753,Magnolia,Columbia County,12614.5,8602.0,5040,7920,1542,1542,0.0,22790.25,,
Southern Arkansas University Tech,Southern Arkansas University Tech,"6415 Spellman Road, Camden, Arkansas 71701-1906",Rural: Distant,Yes,4338068.0,5349.0,495321.00 ,3781.00 ,1102,0,59,2,Public,AR,71701,Camden,Ouachita County,6333.5,4893.5,0,0,0,0,0.0,18915.75,,
Southern California Institute of Architecture,Southern California Institute of Architecture,"960 E. 3rd Street, Los Angeles, California 90013-1822",City: Large,No,4102327.0,35365.0,902525.00 ,7987.00 ,240,257,74,4,Privatenot-for-profit,CA,90013,Los Angeles,Los Angeles County,0.0,0.0,0,0,0,0,45498.0,71797.0,45292.0,1200.0
Southern California Seminary,Southern California Seminary,"2075 E. Madison Avenue, El Cajon, California 92019-1108",Suburb: Large,Yes,62488.0,2403.0,142718.00 ,7929.00 ,43,133,26,4,Privatenot-for-profit,CA,92019,El Cajon,San Diego County,0.0,0.0,0,0,0,0,16067.25,33364.0,15588.0,1296.0
Southern California University of Health Sciences,Southern California University of Health Sciences,"16200 East Amber Valley Drive, Whittier, California 90604",Suburb: Large,No,180010.0,2222.0,445631.00 ,4204.00 ,746,640,155,4,Privatenot-for-profit,CA,90604,Whittier,Los Angeles County,0.0,0.0,0,0,0,0,7944.0,19817.5,37006.0,990.0
Southern Connecticut State University,Southern Connecticut State University,"501 Crescent Street, New Haven, Connecticut 06515-1355",City: Midsize,Yes,29686465.0,6785.0,43631892.00 ,8935.00 ,7962,1855,1049,4,Public,CT,6515,New Haven,New Haven County,23502.75,10748.0,7675,17677,5326,5326,0.0,25834.25,,
Southern Crescent Technical College,Southern Crescent Technical College,"501 Varsity Rd, Griffin, Georgia 30223-2042",Suburb: Large,No,25115087.0,6090.0,4182139.00 ,6196.00 ,5246,0,229,2,Public,GA,30223,Griffin,Spalding County,0.0,0.0,0,0,0,0,0.0,17711.5,,
Southern Illinois University -Carbondale,Southern Illinois University-Carbondale,"Lincoln Drive, Carbondale, Illinois 62901-4512",City: Small,Yes,80124144.0,10921.0,35498621.00 ,7056.00 ,8466,3229,1358,4,Public,IL,62901,Carbondale,Jackson County,28439.25,14255.25,11268,28170,4558,4558,0.0,28809.25,,
Southern Illinois University -Edwardsville,Southern Illinois University-Edwardsville,"Il State Rte 157, Edwardsville, Illinois 62026-1259",Suburb: Large,Yes,55604558.0,8011.0,35452942.00 ,6539.00 ,10400,2661,883,4,Public,IL,62026,Edwardsville,Madison County,0.0,0.0,0,0,0,0,11713.0,25000.25,7034.0,2142.0
Southern Maine Community College,Southern Maine Community College,"2 Fort Road, South Portland, Maine 04106-1698",City: Small,Yes,14711379.0,4482.0,7040023.00 ,4613.00 ,6384,0,455,2,Public,ME,4106,South Portland,Cumberland County,6546.0,3756.0,0,0,0,0,0.0,17217.0,,
Southern Methodist University,Southern Methodist University,"6425 Boaz St, Dallas, Texas 75275-0221",Suburb: Large,Yes,157148319.0,33273.0,8964267.00 ,6269.00 ,6710,5114,1239,4,Privatenot-for-profit,TX,75275,Dallas,Dallas County,0.0,0.0,0,0,0,0,53477.0,73434.5,40896.0,6360.0
Southern Nazarene University,Southern Nazarene University,"6729 NW 39th Expy, Bethany, Oklahoma 73008",Suburb: Large,Yes,13190524.0,15232.0,5259787.00 ,7994.00 ,1618,621,197,4,Privatenot-for-profit,OK,73008,Bethany,Oklahoma County,0.0,0.0,0,0,0,0,25074.0,38030.5,20772.0,2668.0
Southern New Hampshire University,Southern New Hampshire University,"2500 North River Road, Manchester, New Hampshire 03106-1045",Suburb: Midsize,Yes,168759064.0,3913.0,410035628.00 ,7303.00 ,92902,20612,6256,4,Privatenot-for-profit,NH,3106,Hooksett,Merrimack County,0.0,0.0,0,0,0,0,31136.0,50958.5,18810.0,0.0
Southern Oregon University,Southern Oregon University,"1250 Siskiyou Blvd, Ashland, Oregon 97520",Suburb: Midsize,Yes,15307239.0,6266.0,17759753.00 ,4996.00 ,5088,1005,289,4,Public,OR,97520,Ashland,Jackson County,25039.75,9476.0,17028,20340,1974,1974,0.0,27138.0,,
Southern Regional Technical College,Southern Regional Technical College,"15689 US Hwy 19 North, Thomasville, Georgia 31792",Town: Distant,No,30147606.0,6990.0,0.00 ,_,4973,0,293,2,Public,GA,31792,Thomasville,Thomas County,4974.0,2772.0,0,0,0,0,0.0,11483.25,,
Southern State Community College,Southern State Community College,"100 Hobart Drive, Hillsboro, Ohio 45133-9406",Town: Distant,No,4032357.0,3349.0,3052705.00 ,4070.00 ,2399,0,108,2,Public,OH,45133,Hillsboro,Highland County,8643.0,4749.5,0,0,0,0,0.0,13059.5,,
Southern University,Southern University and A & M College,"3rd Floor, J.S. Clark Adm. Building, P.O. Box 9374, Baton Rouge, Louisiana 70813",City: Midsize,Yes,32411035.0,7206.0,32127977.00 ,7103.00 ,6324,816,537,4,Public,LA,70813,Baton Rouge,East Baton Rouge Parish,16618.25,8752.25,0,0,0,0,0.0,22695.25,5336.0,5186.0
Southern Virginia University,Southern Virginia University,"1 University Hill Drive, Buena Vista, Virginia 24416",Town: Distant,Yes,8539853.0,8405.0,5046431.00 ,8219.00 ,1111,0,89,4,Privatenot-for-profit,VA,24416,Buena Vista,Buena Vista city,0.0,0.0,0,0,0,0,16143.75,27917.25,,
Southern Wesleyan University,Southern Wesleyan University,"907 Wesleyan Drive, Central, South Carolina 29630-1020",Suburb: Large,Yes,14873570.0,14497.0,6228519.00 ,7328.00 ,1150,280,110,4,Privatenot-for-profit,SC,29630,Central,Pickens County,0.0,0.0,0,0,0,0,24950.5,37184.25,10170.0,0.0
Southern West Virginia Community and Technical College,Southern West Virginia Community and Technical College,"Dempsey Branch Road, Mount Gay, West Virginia 25637",Town: Distant,No,6403345.0,5712.0,1826776.00 ,5175.00 ,1449,0,83,2,Public,WV,25637,Mount Gay,Logan County,6031.5,3814.0,0,0,0,0,0.0,14507.0,,
Southside Virginia Community College,Southside Virginia Community College,"109 Campus Drive, Alberta, Virginia 23821",Rural: Distant,No,4994458.0,3686.0,0.00 ,_,3219,0,164,2,Public,VA,23821,Alberta,Brunswick County,10540.75,4609.0,0,0,0,0,0.0,18322.5,,
Southwest Baptist University,Southwest Baptist University,"1600 University Ave, Bolivar, Missouri 65613-2596",Town: Distant,Yes,27468355.0,14188.0,9996354.00 ,7318.00 ,2588,693,321,4,Privatenot-for-profit,MO,65613,Bolivar,Polk County,0.0,0.0,0,0,0,0,23630.5,34780.5,5004.0,335.0
Southwest Minnesota State University,Southwest Minnesota State University,"1501 State St, Marshall, Minnesota 56258-5468",Town: Remote,Yes,8772501.0,5641.0,7461108.00 ,6328.00 ,6636,422,219,4,Public,MN,56258,Marshall,Lyon County,0.0,0.0,0,0,0,0,8610.75,20857.75,7374.0,816.0
Southwest Mississippi Community College,Southwest Mississippi Community College,"1156 College Dr, Summit, Mississippi 39666-0000",Town: Remote,Yes,8773538.0,5981.0,0.00 ,_,2128,0,77,2,Public,MS,39666,Summit,Pike County,5840.0,3140.0,0,0,0,0,0.0,10415.0,,
Southwest Tennessee Community College,Southwest Tennessee Community College,"737 Union Avenue, Memphis, Tennessee 38103",City: Large,No,30665206.0,4370.0,0.00 ,_,9433,0,508,2,Public,TN,38103,Memphis,Shelby County,16331.25,4205.25,0,0,0,0,0.0,16306.5,,
Southwest Texas Junior College,Southwest Texas Junior College,"2401 Garner Field Rd, Uvalde, Texas 78801-6297",Town: Remote,Yes,15770735.0,5942.0,2055798.00 ,5663.00 ,6911,0,196,2,Public,TX,78801,Uvalde,Uvalde County,5470.0,3845.5,0,0,0,0,0.0,13766.75,,
Southwest Virginia Community College,Southwest Virginia Community College,"369 College Road US Rt. 19, 6 Miles S. Claypool Hill, Cedar Bluff, Virginia 24609",Rural: Fringe,No,6663620.0,4407.0,0.00 ,_,2338,0,119,2,Public,VA,24609,Cedar Bluff,Tazewell County,10554.25,4615.0,0,0,0,0,0.0,14402.5,,
Southwest Wisconsin Technical College,Southwest Wisconsin Technical College,"1800 Bronson Blvd, Fennimore, Wisconsin 53809-9778",Rural: Distant,Yes,3110688.0,4040.0,2352329.00 ,4163.00 ,2640,0,127,2,Public,WI,53809,Fennimore,Grant County,6411.0,4409.25,0,0,0,0,0.0,17390.75,,
Southwestern Adventist University,Southwestern Adventist University,"100 W Hillcrest, Keene, Texas 76059",Town: Fringe,Yes,6878219.0,11369.0,2978535.00 ,6975.00 ,673,14,100,4,Privatenot-for-profit,TX,76059,Keene,Johnson County,0.0,0.0,0,0,0,0,21190.0,33086.25,21528.0,660.0
Southwestern Assemblies of God University,Southwestern Assemblies of God University,"1200 Sycamore, Waxahachie, Texas 75165",Suburb: Large,Yes,13322552.0,8788.0,8361669.00 ,6922.00 ,1683,367,138,4,Privatenot-for-profit,TX,75165,Waxahachie,Ellis County,0.0,0.0,0,0,0,0,19742.5,34213.0,10710.0,960.0
Southwestern Christian College,Southwestern Christian College,"200 Bowser Circle, Terrell, Texas 75160-4812",Town: Distant,Yes,951684.0,10018.0,291246.00 ,4936.00 ,106,0,19,4,"primarilyassociate's,Privatenot-for-profit",TX,75160,Terrell,Kaufman County,0.0,0.0,0,0,0,0,8122.0,16707.5,,
Southwestern Christian University,Southwestern Christian University,"7210 NW 39th Expressway, Bethany, Oklahoma 73008",Suburb: Large,Yes,4775692.0,9382.0,2184736.00 ,7048.00 ,498,20,68,4,Privatenot-for-profit,OK,73008,Bethany,Oklahoma County,0.0,0.0,0,0,0,0,17005.0,27768.25,7650.0,2630.0
Southwestern College ,Southwestern College,"900 Otay Lakes Rd., Chula Vista, California 91910-7299",City: Large,No,38729146.0,3223.0,911974.00 ,4583.00 ,19231,0,930,2,Public,CA,91910,Chula Vista,San Diego County,12979.0,3401.0,0,0,0,0,0.0,21363.0,,
Southwestern College ,Southwestern College,"100 College Street, Winfield, Kansas 67156-6224",Town: Distant,Yes,13566012.0,15364.0,4520252.00 ,7521.00 ,1359,153,181,4,Privatenot-for-profit,KS,67156,Winfield,Cowley County,12979.0,3401.0,0,0,0,0,29450.0,43892.75,11340.0,240.0
Southwestern Community College ,Southwestern Community College,"1501 West Townline Street, Creston, Iowa 50801",Town: Remote,Yes,2861183.0,5064.0,2391056.00 ,5626.00 ,1581,0,101,2,Public,IA,50801,Creston,Union County,6658.0,1338.0,0,0,0,0,0.0,15034.75,,
Southwestern Community College ,Southwestern Community College,"1501 West Townline Street, Creston, Iowa 50801",Town: Remote,Yes,2861183.0,5064.0,2391056.00 ,5626.00 ,1581,0,101,2,Public,IA,50801,Creston,Union County,6658.0,1338.0,0,0,0,0,0.0,15034.75,,
Southwestern Community College ,Southwestern Community College,"447 College Drive, Sylva, North Carolina 28779",Town: Distant,No,5920963.0,6187.0,954639.00 ,6119.00 ,2324,0,390,2,Public,NC,28779,Sylva,Jackson County,6658.0,1338.0,0,0,0,0,0.0,16788.0,,
Southwestern Community College ,Southwestern Community College,"447 College Drive, Sylva, North Carolina 28779",Town: Distant,No,5920963.0,6187.0,954639.00 ,6119.00 ,2324,0,390,2,Public,NC,28779,Sylva,Jackson County,6658.0,1338.0,0,0,0,0,0.0,16788.0,,
Southwestern Illinois College,Southwestern Illinois College,"2500 Carlyle Ave, Belleville, Illinois 62221-5899",Suburb: Large,No,12867729.0,4009.0,3942263.00 ,3272.00 ,8508,0,529,2,Public,IL,62221,Belleville,St. Clair County,13357.5,10747.5,0,0,0,0,0.0,14099.5,,
Southwestern Indian Polytechnic Institute,Southwestern Indian Polytechnic Institute,"9169 Coors Blvd NW, Albuquerque, New Mexico 87120-3101",Suburb: Large,Yes,1200149.0,4820.0,0.00 ,_,443,0,20,2,Public,NM,87120,Albuquerque,Bernalillo County,0.0,0.0,0,0,0,0,1095.0,8721.0,,
Southwestern Michigan College,Southwestern Michigan College,"58900 Cherry Grove Rd, Dowagiac, Michigan 49047-9793",Rural: Fringe,Yes,4985259.0,4642.0,2245507.00 ,5012.00 ,2141,0,134,2,Public,MI,49047,Dowagiac,Cass County,6638.0,6213.75,0,0,0,0,0.0,18216.0,,
Southwestern Oklahoma State University,Southwestern Oklahoma State University,"100 Campus Dr, Weatherford, Oklahoma 73096-3001",Town: Remote,Yes,24314467.0,7477.0,14318008.00 ,6344.00 ,4123,838,292,4,Public,OK,73096,Weatherford,Custer County,14043.75,7181.25,6084,12564,1236,1236,0.0,20623.25,,
Southwestern Oregon Community College,Southwestern Oregon Community College,"1988 Newmark Ave, Coos Bay, Oregon 97420-2193",Town: Remote,Yes,5690741.0,5563.0,2361527.00 ,5518.00 ,2053,0,262,2,Public,OR,97420,Coos Bay,Coos County,0.0,0.0,0,0,0,0,6006.75,16873.25,,
Southwestern University ,Southwestern Adventist University,"100 W Hillcrest, Keene, Texas 76059",Town: Fringe,Yes,6878219.0,11369.0,2978535.00 ,6975.00 ,673,14,100,4,Privatenot-for-profit,TX,76059,Keene,Johnson County,0.0,0.0,0,0,0,0,21190.0,33086.25,21528.0,660.0
Sowela Technical Community College,SOWELA Technical Community College,"3820 Senator J. Bennett Johnston Ave, Lake Charles, Louisiana 70615",City: Small,No,9854320.0,3932.0,0.00 ,_,4058,0,188,2,Public,LA,70615,Lake Charles,Calcasieu Parish,7632.0,4205.0,0,0,0,0,0.0,19305.0,,
Spalding University,Spalding University,"901 S Fourth Street, Louisville, Kentucky 40203-2188",City: Large,Yes,11170374.0,12302.0,7049637.00 ,10697.00 ,925,704,140,4,Privatenot-for-profit,KY,40203,Louisville,Jefferson County,0.0,0.0,0,0,0,0,24522.0,38391.0,12825.0,0.0
Spartanburg Community College,Spartanburg Community College,"107 Community College Drive, Spartanburg, South Carolina 29303",Suburb: Midsize,No,24681389.0,6350.0,1602039.00 ,3093.00 ,4633,0,280,2,Public,SC,29303,Spartanburg,Spartanburg County,9155.5,5627.5,0,0,0,0,0.0,20381.25,,
Spartanburg Methodist College,Spartanburg Methodist College,"1000 Powell Mill Road, Spartanburg, South Carolina 29301-5899",Suburb: Midsize,Yes,13049428.0,15245.0,3175748.00 ,5346.00 ,933,0,63,4,"primarilyassociate's,Privatenot-for-profit",SC,29301,Spartanburg,Spartanburg County,0.0,0.0,0,0,0,0,16995.0,30633.75,,
Spelman College,Spelman College,"350 Spelman Lane SW, Atlanta, Georgia 30314-4399",City: Large,Yes,25234489.0,14561.0,11482783.00 ,6980.00 ,2120,0,270,4,Privatenot-for-profit,GA,30314,Atlanta,Fulton County,0.0,0.0,0,0,0,0,28632.75,52247.5,,
Spokane Community College,Spokane Community College,"1810 North Greene Street, Spokane, Washington 99217-5399",City: Midsize,No,21187077.0,6104.0,11525570.00 ,6037.00 ,10225,0,787,4,"primarilyassociate's,Public",WA,99217,Spokane,Spokane County,7836.5,3508.5,0,0,0,0,0.0,17827.5,,
Spokane Falls Community College,Spokane Falls Community College,"3410 W Fort George Wright Dr, Spokane, Washington 99224-5288",City: Midsize,No,13468806.0,5761.0,6874684.00 ,5719.00 ,5023,0,316,4,"primarilyassociate's,Public",WA,99224,Spokane,Spokane County,7836.5,3508.5,0,0,0,0,0.0,17827.75,,
Spoon River College,Spoon River College,"23235 North County 22, Canton, Illinois 61520-8622",Rural: Fringe,No,3949686.0,4556.0,1249645.00 ,4959.00 ,1386,0,71,2,Public,IL,61520,Canton,Fulton County,11145.0,10065.0,0,0,0,0,0.0,16703.0,,
Spring Arbor University,Spring Arbor University,"106 E. Main St, Spring Arbor, Michigan 49283-9799",Suburb: Small,Yes,20652799.0,14544.0,9258971.00 ,7833.00 ,1614,1719,330,4,Privatenot-for-profit,MI,49283,Spring Arbor,Jackson County,0.0,0.0,0,0,0,0,28230.0,40599.0,7886.0,290.0
Spring Hill College,Spring Hill College,"4000 Dauphin St, Mobile, Alabama 36608-1791",City: Midsize,Yes,38810380.0,31324.0,10047360.00 ,10242.00 ,1160,130,125,4,Privatenot-for-profit,AL,36608,Mobile,Mobile County,0.0,0.0,0,0,0,0,38373.5,56191.0,9270.0,0.0
Springfield College ,Springfield College,"263 Alden St, Springfield, Massachusetts 01109-3797",City: Midsize,Yes,45606647.0,22269.0,10732860.00 ,6529.00 ,2175,935,397,4,Privatenot-for-profit,MA,1109,Springfield,Hampden County,0.0,0.0,0,0,0,0,37189.75,52829.75,32190.0,370.0
